rowname	genename	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj	gene_name.GENENAME	MUT_12DPA_R1	MUT_12DPA_R2	MUT_12DPA_R3	WT_12DPA_R1	WT_12DPA_R2	MUT_14DPA_R1	MUT_14DPA_R2	MUT_14DPA_R3	WT_14DPA_R1	WT_14DPA_R2
ENSMUSG00000061397	NA	83.2837126863	2.73600309909469	0.516045281212014	5.30186632589441	1.14624762561464e-07	1.37938975466848e-06	Krt79	1.12	1.69	0.39	0.08	0.16	0.78	0.24	0.56	0.09	0.04
ENSMUSG00000061517	NA	2500.5779495801	2.5255902444589	0.293448466590739	8.60658865865276	7.5266939195475e-18	5.99794675741931e-16	Sox21	9.52	9.63	14.6	0.71	2.3	12.09	6.89	12.24	0.95	2.11
ENSMUSG00000061524	NA	164.708566446567	-1.94274811755944	0.316299513825145	-6.14211540847773	8.14296572753258e-10	1.61646119418421e-08	Zic2	0.47	0.43	0.22	1.33	1.51	0.25	0.58	0.27	0.94	0.85
ENSMUSG00000061540	NA	4.55859218237279	3.11560998277038	1.15606911242765	2.69500322193354	0.00703879504211288	0.021322504806546	Orm2	0.04	0.07	0.2	0.02	0.04	0.27	0.17	0.07	0	0
ENSMUSG00000061633	NA	2.07361285485602	-4.89276898576497	1.93152250527815	-2.53311518369307	0.0113053796644825	0.0315818682173694	1700029P11Rik	0	0	0	0.04	0.15	0	0	0	0	0.05
ENSMUSG00000061762	NA	33.2182410196865	-1.74139040669565	0.504476851751316	-3.45187375922271	0.000556708127089609	0.00246083204741254	Tac1	0.24	0.58	0.3	0.69	1.2	0.09	0.21	0.32	0.71	0.22
ENSMUSG00000061802	NA	10.1351869793883	-3.88147813724766	0.655835948266589	-5.91836746294043	3.25152869204456e-09	5.63519358647265e-08	Armc4	0.01	0.01	0.01	0.15	0.36	0	0	0.02	0.07	0.08
ENSMUSG00000062038	NA	10.5350887576794	5.74332612070502	1.69172357051833	3.39495542935853	0.00068639773764022	0.00293427985636495	Gm10108	0	0	2.01	0	0	5.59	2.4	0.58	0	0.09
ENSMUSG00000062128	NA	3.16331018363762	-5.49626830266854	1.53434692394078	-3.58215486791738	0.000340771665624205	0.00161145715246199	Olfr20	0	0	0	0.01	0.02	0	0	0	0.07	0.05
ENSMUSG00000062209	NA	28.6861015360854	2.31692206866278	0.523275064662423	4.42773261163796	9.52288505397027e-06	6.96852594788553e-05	Erbb4	0.04	0.09	0.05	0.01	0.01	0.03	0.03	0.04	0.03	0
ENSMUSG00000062252	NA	6.23325821856377	2.7739419677485	0.972201716887748	2.85325763117202	0.00432735233313944	0.0140573538342963	Lhfpl5	0.05	0.1	0.04	0.04	0	0.13	0.08	0.11	0.01	0
ENSMUSG00000062278	NA	29234.6855520235	-6.52868174953291	1.05758681489502	-6.17318754128095	6.6926744748184e-10	1.36267106819194e-08	Gm11562	5.78	53.06	36.16	1246.34	2087.96	1.16	0.22	1.57	494.38	475.23
ENSMUSG00000062400	NA	39854.7301151523	-4.41924671358272	0.633233875038872	-6.97885392393362	2.97597701130605e-12	9.68064396939496e-11	Krtap6-5	86.96	334.69	246.95	2262.02	4113.48	79.91	18.69	66.05	1237.07	1223.26
ENSMUSG00000062432	NA	5.906940890072	-3.48428074837076	1.27320774075523	-2.73661605788226	0.00620746945000766	0.0191312738138189	Cyp26c1	0.01	0.01	0	0.01	0.01	0	0.02	0	0.04	0.21
ENSMUSG00000062433	NA	59829.701130155	-5.63530517898153	0.700763887719098	-8.0416603619855	8.86292611869769e-16	4.98689305766588e-14	Krtap6-2	36.6	162.67	101.07	2183.57	4320.37	30.08	6.16	29.12	1296.99	1232.11
ENSMUSG00000062464	NA	34.2181233023484	2.04473843531503	0.736045628354565	2.77800499934502	0.00546937767151893	0.0172002426584494	Cyp4f37	0.37	0.04	0.24	0	0.02	0.26	0.15	0.18	0.01	0.12
ENSMUSG00000062515	NA	450.324318087748	-4.06452073916605	0.649697113220948	-6.2560240094276	3.94915975491108e-10	8.32572857190431e-09	Fabp4	0.96	1.38	1.53	23.4	19.03	0.2	1.04	0.54	6.36	1.71
ENSMUSG00000062694	NA	24.7526018252024	-2.69354205583905	0.460977488980397	-5.84310974012353	5.12352408129927e-09	8.44038512107213e-08	Cav3	0.05	0.16	0.09	0.48	0.31	0.03	0.13	0.06	0.46	0.46
ENSMUSG00000062785	NA	460.968698233182	-1.50390498276235	0.330907992580635	-4.54478288975108	5.49919065551178e-06	4.29592027990379e-05	Kcnc3	0.72	1.66	0.79	1.52	4.37	0.96	0.46	0.54	0.77	1.52
ENSMUSG00000062960	NA	1452.13987440989	-2.31397048793107	0.243754559782875	-9.49303467386311	2.24404312387511e-21	2.55989987863973e-19	Kdr	1.07	1.09	2.04	4.44	5.34	0.47	0.99	0.8	3.05	3.65
ENSMUSG00000063011	NA	10.6042826638133	-2.53410855577891	0.864232732728441	-2.93220617527244	0.003365632291011	0.0113631878789354	Msln	0.01	0.02	0.08	0.07	0.24	0.01	0	0.02	0.02	0.1
ENSMUSG00000063063	NA	75.2655999204068	-2.56831835146336	0.339831080807507	-7.55763229590571	4.10472453904133e-14	1.88851345850092e-12	Ctnna2	0.12	0.06	0.17	0.36	0.32	0.04	0.05	0.05	0.27	0.52
ENSMUSG00000063232	NA	9.50559389058564	-2.23512990330243	0.868511310282556	-2.57351847562615	0.0100670271813115	0.028714906269009	Serpina11	0.09	0.05	0.03	0.19	0.34	0.03	0.02	0.03	0.01	0.06
ENSMUSG00000063251	NA	43784.5403558796	-7.47581110310061	1.04817041144165	-7.13224779243518	9.87429001386476e-13	3.4842436479008e-11	Krtap4-1	4.86	33.18	16.73	1347.39	2046.37	0.31	0.2	1.23	702.02	647.61
ENSMUSG00000063458	NA	27.6788354040157	-1.53937093437513	0.486666003134071	-3.16309527368208	0.00156101236083796	0.00591416307319295	1700112E06Rik	0.3	0.16	0.45	0.42	0.36	0.08	0.14	0.22	0.58	0.29
ENSMUSG00000063600	NA	7.09582930830183	-3.86277565542777	0.747526061086	-5.16741269169393	2.37356781961525e-07	2.61453518754577e-06	Egfem1	0	0.02	0	0.04	0.08	0	0	0.01	0.04	0.07
ENSMUSG00000063605	NA	242.353301658741	-1.78721650400305	0.236061093019688	-7.57099139524018	3.70386589382355e-14	1.71832552817914e-12	Ccdc102a	0.69	1.03	0.78	1.93	2.21	0.27	0.76	0.55	1.22	1.63
ENSMUSG00000063646	NA	5.28223167511145	2.24400674252453	0.940755024881524	2.38532527934904	0.0170640259149286	0.0441100964788352	Jakmip1	0.13	0.17	0.01	0.01	0.12	0.04	0.03	0.04	0.01	0.01
ENSMUSG00000063698	NA	13.3926576080836	-2.11780873511742	0.461370103386993	-4.59026000941595	4.4269419879568e-06	3.55843237497203e-05	Sfxn4	0.08	0.03	0.05	0.21	0.12	0.04	0.04	0.04	0.1	0.2
ENSMUSG00000063727	NA	173.332492016706	-1.96779153170464	0.441569223428471	-4.45636024274096	8.33629035762454e-06	6.19272595478309e-05	Tnfrsf11b	0.25	0.41	0.87	1.21	0.78	0.08	0.34	0.13	0.74	1.2
ENSMUSG00000063767	NA	998.63982312828	-1.76153685545642	0.377197311976584	-4.67006736136489	3.01100984822496e-06	2.53530682619751e-05	S100a7a	6.95	10.8	5.38	17.52	23.55	4.16	1.6	3.08	7.59	8.07
ENSMUSG00000063851	NA	15.6447513260968	-3.14047356967051	0.557609627663877	-5.63202895693825	1.78101769708275e-08	2.57266693364382e-07	Rnf183	0.07	0.11	0.06	0.3	0.4	0.02	0.01	0.02	0.11	0.16
ENSMUSG00000063881	NA	5.95022680053733	-6.41317276428159	1.26827408836251	-5.05661419966542	4.26765354919222e-07	4.45349435224288e-06	Olfr376	0	0	0	0.03	0.11	0	0	0	0.01	0.04
ENSMUSG00000064052	NA	19.6082390237243	-2.37320917358398	0.665597432518039	-3.56553234378599	0.000363118374258731	0.00170262852569796	Gm5089	0.09	0.1	0	0.21	0.16	0.01	0.05	0.03	0.24	0.11
ENSMUSG00000064165	NA	7882.80043943951	-4.88834368662537	0.765958231132268	-6.38199772251189	1.74792564205639e-10	3.99337470074749e-09	Krt39	3.46	13.17	11.61	121.14	227.76	1.92	0.34	1.48	59.63	56.88
ENSMUSG00000064201	NA	407429.116957066	2.44775529053804	0.411092451507906	5.95426960908566	2.61235847561568e-09	4.62368017124115e-08	Krt2	2255.2	1460.7	3597.61	233.7	534.22	3996.08	862.62	3433.54	181.87	621.76
ENSMUSG00000064246	NA	8406.19164446759	5.57248130029942	0.786950943798137	7.08110377681793	1.43010751674781e-12	4.87855383310769e-11	Chil1	203.61	177.06	58.2	0.31	5.31	37.34	64.45	120.22	0.31	3.27
ENSMUSG00000064325	NA	198.048713631936	-1.70266064504195	0.272071772053844	-6.25813046384316	3.89619826625007e-10	8.25587558834542e-09	Hhip	0.18	0.18	0.2	0.31	0.45	0.06	0.08	0.1	0.3	0.32
ENSMUSG00000064329	NA	13.6447990323967	-2.27313091949931	0.620204102709331	-3.66513363837686	0.000247209462749549	0.00121740792492423	Scn1a	0.05	0.01	0.01	0.06	0.03	0	0.01	0.01	0.03	0.03
ENSMUSG00000066000	NA	34.6794019246992	-1.57490166261716	0.437091597521364	-3.6031387277816	0.000314397619479029	0.00150511421455109	2610305D13Rik	0.16	0.07	0.12	0.13	0.15	0.07	0.09	0.03	0.27	0.23
ENSMUSG00000066072	NA	2.52250420614063	3.64566473775639	1.32716283369157	2.74696114538998	0.00601502599112544	0.0186208657773595	Cyp4a10	0.04	0.01	0.02	0	0	0.03	0.02	0.02	0	0
ENSMUSG00000066129	NA	7.71299782559383	1.68962076778269	0.697363722792863	2.42286874490108	0.0153984891710791	0.040508898617015	Kndc1	0.04	0.03	0.03	0	0.02	0.02	0.03	0.02	0.01	0
ENSMUSG00000066178	NA	18.2478070397127	-1.67232970826259	0.533809924686808	-3.13281868868167	0.00173136357147659	0.00646979140294876	6030445D17Rik	0.06	0.07	0.19	0.19	0.2	0.01	0.07	0.04	0.11	0.2
ENSMUSG00000066279	NA	2.78986464818789	4.56215087129524	1.43597776812151	3.17703447265988	0.00148789349045658	0.00567587404570645	Chrna10	0	0.04	0.02	0	0	0.01	0.04	0.02	0	0
ENSMUSG00000066319	NA	10.9352925292176	-1.58485677320194	0.608970471981405	-2.60251826011415	0.00925418869146392	0.0267491344422651	Rtp3	0.04	0.07	0.14	0.13	0.1	0.03	0.07	0.01	0.04	0.27
ENSMUSG00000066364	NA	35.3826243932003	1.5505370445825	0.481929042871958	3.21735547486905	0.00129378191296049	0.0050451739078335	Serpina3b	0.22	0.2	0.38	0.02	0.11	0.4	0.18	0.25	0.04	0.13
ENSMUSG00000066392	NA	16.8475417710445	3.34252762232421	0.631553877940631	5.29254548040068	1.20625457659134e-07	1.44325933715006e-06	Nrxn3	0.06	0.16	0.1	0.02	0.08	0.23	0.11	0.07	0.02	0.01
ENSMUSG00000066687	NA	3719.81958659095	2.61928157522876	0.605252894128084	4.32758207460048	1.50755175944001e-05	0.000104923838501769	Zbtb16	10.99	21.96	17.82	0.67	0.69	17.77	10.64	5.98	2.65	2.99
ENSMUSG00000066867	NA	18.5763647493186	2.87075497830538	0.665796583860488	4.31175984962236	1.61960289050636e-05	0.000111234994397457	Oas1e	0.24	0.21	0.07	0.04	0.03	0.14	0.38	0.16	0.01	0.03
ENSMUSG00000066975	NA	176.681777958852	-3.75536560932992	0.303824030693911	-12.3603310796482	4.28388715950762e-35	1.92832812544863e-32	Cryba4	0.78	0.86	0.67	4.3	7.33	0.24	0.53	0.51	3.75	9.58
ENSMUSG00000067049	NA	367.184300389006	2.23888283788616	0.396072798479343	5.65270537760225	1.57941902752892e-08	2.30747578100826e-07	Unc93a	3.22	4.32	0.85	0.59	0.34	1.8	1.99	1.53	0.35	0.22
ENSMUSG00000067144	NA	1.35798382990185	-4.28217172431176	1.64340819726395	-2.60566530667243	0.00916960142705645	0.026546099733639	Slc22a7	0	0	0	0.02	0.02	0	0	0	0.02	0.07
ENSMUSG00000067206	NA	221.548086948386	-1.8651856051134	0.297792220025602	-6.26337922781544	3.76722947866666e-10	8.02342800091986e-09	Lrrc66	0.59	1.23	0.64	2.02	1.14	0.51	0.38	0.19	1.19	0.84
ENSMUSG00000067220	NA	7.22029379130727	-3.4599221878961	1.00769394213519	-3.43350499911206	0.000595831216221921	0.00260187962930679	Cnga1	0.02	0	0	0.05	0.09	0.02	0	0	0.04	0.08
ENSMUSG00000067242	NA	6.52368966653744	-3.04080985902107	0.931194705414582	-3.26549307179239	0.00109273678612007	0.00439071922143058	Lgi1	0.01	0	0	0.17	0.06	0	0.02	0.06	0.06	0.02
ENSMUSG00000067356	NA	22.0703994605314	-2.23489435838727	0.40258589956355	-5.55134782616619	2.83475416217568e-08	3.9311266087457e-07	B430203G13Rik	0.11	0.08	0.08	0.3	0.42	0.02	0.09	0.1	0.22	0.28
ENSMUSG00000067578	NA	7.54291943104149	3.47593495382322	0.997083957918447	3.48610056978524	0.00049011670895986	0.00221036928993406	Cbln4	0.1	0.07	0.06	0	0	0.03	0.03	0	0	0
ENSMUSG00000067610	NA	1.71890172581198	-4.05780782535269	1.42648857812607	-2.84461291003345	0.00444654233318883	0.0143800315649049	Klri1	0	0	0.02	0.06	0.04	0	0	0	0.06	0.05
ENSMUSG00000067613	NA	75971.8507012587	-6.55298936818608	0.833490186586975	-7.8621074052709	3.77723929715937e-15	1.97209782113446e-13	5430421N21Rik	12.5	40.82	32.62	973.52	2302.79	3.58	0.99	2.94	474.39	587.93
ENSMUSG00000067614	NA	142298.807702096	-7.84540200273974	0.925239950720023	-8.47931609160892	2.26521497353449e-17	1.6403111036616e-15	Krt86	7.42	32.46	20.83	1946.08	3278.36	1.12	0.37	1.57	963.76	862.2
ENSMUSG00000067615	NA	190088.448632475	-6.38219466533158	0.867843198131478	-7.35408732714948	1.92236031090273e-13	7.84728210247182e-12	Krt81	31.63	118.63	81.06	2528.62	5118.78	8.08	2.6	6.74	1159.69	1427.28
ENSMUSG00000067872	NA	26.8112761226764	-2.94063975781838	0.597220358019081	-4.92387728973638	8.48460528399768e-07	8.25897726504859e-06	Ccdc87	0.06	0.03	0.04	0.16	0.33	0.02	0.01	0	0.04	0.16
ENSMUSG00000067928	NA	199.09104426452	-1.70858612431054	0.306396146660494	-5.576395600705	2.4555316596279e-08	3.45121348448123e-07	Zfp760	0.41	0.35	0.29	0.78	0.49	0.11	0.2	0.29	0.65	0.8
ENSMUSG00000067941	NA	4.13885291068931	-2.48264239077222	0.998870910198362	-2.48544868553556	0.0129388239598493	0.0352636414746014	Gm7168	0.01	0.02	0	0.02	0.07	0.04	0.01	0	0.03	0.08
ENSMUSG00000068009	NA	1.83496174965897	-4.14610899084204	1.45395858835306	-2.85160046789121	0.00434997373120093	0.0141225755347274	Bpifb6	0	0.01	0	0.05	0.02	0	0	0	0.01	0.01
ENSMUSG00000068067	NA	94.6305739633625	-5.67142056648429	0.574526874625209	-9.87146261901851	5.53515385520226e-23	7.8181389254439e-21	1110057P08Rik	0.38	0.11	0.61	10.61	12.98	0	0.23	0	2.66	8.21
ENSMUSG00000068071	NA	1861.45644673396	-4.80078097954176	0.931506933451281	-5.15377911547542	2.55288628301119e-07	2.7935821973424e-06	Gm6358	5.09	20.03	17.38	155.3	278.19	0.72	0.52	1.36	53.83	115.58
ENSMUSG00000068073	NA	45930.3563200155	-3.89868630411699	0.774021786392932	-5.03692063021314	4.73080827406967e-07	4.91219524966524e-06	1110025L11Rik	164.51	650.14	339.61	2670.4	5172.47	95.26	28.44	85.33	1120.01	1248.02
ENSMUSG00000068074	NA	48957.9591432983	-3.78593345151235	0.717555845181233	-5.27615164302109	1.31924933311994e-07	1.55720039993711e-06	Gm10228	182.08	746.34	541.2	2935.97	6244.79	150.39	34.79	113.43	1406.98	1562.68
ENSMUSG00000068075	NA	41304.1803391114	-4.96322960089249	0.772891956864025	-6.42163443003157	1.34818878987516e-10	3.19858750646307e-09	Gm10229	74.08	303.67	211.39	2574.62	5191.14	39.13	10.44	38.9	1245.35	1374.58
ENSMUSG00000068078	NA	55501.7214070778	-2.39198803496296	0.679583430835002	-3.51978568992468	0.000431895621733958	0.00198378973523968	2310034C09Rik	203.17	831.67	421.8	1255.83	3036.63	216.31	86.16	179.74	542.96	539.44
ENSMUSG00000068117	NA	3.4761896357769	-2.33866572261818	0.990897908088976	-2.36014800669877	0.0182676451487007	0.0466494372817556	Mei1	0.01	0	0	0.03	0.03	0.01	0	0.01	0.01	0.02
ENSMUSG00000068154	NA	20.567675537	3.38357124760407	0.673069327974601	5.02707686559705	4.98012772584417e-07	5.13585308197738e-06	Insm1	0.13	0.23	0.09	0	0.01	0.09	0.08	0.09	0.02	0
ENSMUSG00000068196	NA	7378.82908542817	-1.85705479282477	0.272258321283316	-6.82092941758901	9.04533784577251e-12	2.67584550304336e-10	Col8a1	10	7.85	6.21	21.79	30.06	3.71	10.61	7.17	18.18	19.45
ENSMUSG00000068220	NA	2661.48424942892	-1.80042143233064	0.353273925692678	-5.09638923620102	3.4619296323811e-07	3.68660089688665e-06	Lgals1	30.97	25.92	39.83	85.2	68.81	6.9	36.32	19.01	67.99	47.2
ENSMUSG00000068335	NA	283.879003377602	-1.54164989672673	0.230960710304187	-6.67494438641231	2.47325936679005e-11	6.66539397312109e-10	Dok1	1.8	1.12	1.3	2.81	3.64	0.52	1.08	0.87	1.71	2.39
ENSMUSG00000068349	NA	6.5895484865328	3.25213117599243	0.947861740677781	3.43101850874047	0.000601319571121557	0.00262172184738993	Gml	0.28	0.12	0.22	0.04	0.02	0.09	0.13	0.08	0	0
ENSMUSG00000068686	NA	9.06941291154663	-1.5090209549104	0.537924161139673	-2.80526710626515	0.00502748984371058	0.0159917577056913	Cd59b	0.33	0.23	0.1	0.45	0.79	0.11	0.17	0.34	0.48	0.36
ENSMUSG00000068696	NA	7.25537801175143	-2.48952199356925	0.794417903282482	-3.13376874222335	0.00172576807223361	0.00645177715893395	Gpr88	0.01	0	0	0.02	0.03	0	0.01	0.02	0.52	0.04
ENSMUSG00000068874	NA	4781.08608984488	-2.49900612448875	0.618517874111714	-4.04031351248774	5.33797962976562e-05	0.000319454009104371	Selenbp1	14.8	20.45	18.99	17.79	63.95	9.41	5.72	5.75	12.75	125.33
ENSMUSG00000068893	NA	5248.85860657094	1.94076956562228	0.353589917018128	5.48875822588225	4.04769206995422e-08	5.41045838082565e-07	Sprr2a2	261.89	122.37	129.72	40.74	21.13	105.93	122.87	192.44	14.1	55.22
ENSMUSG00000069072	NA	33.9273297716975	3.30522619110257	0.411326394540772	8.03553147809227	9.31741351532868e-16	5.20743362744292e-14	Slc7a14	0.07	0.09	0.07	0.01	0	0.05	0.05	0.07	0.01	0.01
ENSMUSG00000069085	NA	27.2390236439723	-5.9281184356403	0.862594129513503	-6.87243076762383	6.31170152948113e-12	1.91827352141438e-10	Dytn	0.03	0	0	0.33	0.1	0	0	0	0.16	0.12
ENSMUSG00000069171	NA	21.4516382500569	-2.60766519680959	0.567169125669906	-4.59768537952339	4.27210461450265e-06	3.44895309522742e-05	Nr2f1	0.05	0.16	0.02	0.16	0.17	0.03	0.05	0.02	0.1	0.09
ENSMUSG00000069583	NA	1.91336554321006	-3.66645984598611	1.34558189802803	-2.72481359281019	0.00643377998098603	0.0197301796323554	Krtap12-1	0.02	0	0	0.05	0.13	0	0	0.02	0.03	0.14
ENSMUSG00000069607	NA	33.1256960482867	-1.68418210159302	0.628230362181797	-2.68083525244464	0.00734386612963841	0.0220899567255062	Cd300lh	0.2	0.15	0.49	0.72	0.66	0.07	0.73	0.12	0.98	0.44
ENSMUSG00000069609	NA	8.48018205015867	-3.83518585405739	1.24125303446023	-3.08976956960686	0.00200311838030772	0.00732103063946129	Gm11710	0	0	0.16	0.23	0.42	0	0	0	0.15	0.26
ENSMUSG00000069717	NA	7767.06695830028	-9.10486289618597	1.28938922861351	-7.0613765759285	1.64861140819111e-12	5.53581108939978e-11	Gm11568	0.15	2.16	0.42	172.01	313.07	0	0.01	0.03	119	115.25
ENSMUSG00000069718	NA	12445.0780209927	-8.27837489632872	1.63916595593555	-5.05035799843942	4.40982825248159e-07	4.59035559656755e-06	Gm11563	0.67	6.38	2.19	352.71	608.8	0	0	0.07	218.74	173.1
ENSMUSG00000069721	NA	27336.0465500305	-4.49559897957869	0.635153029382575	-7.07797770239529	1.46273252965758e-12	4.96167215508086e-11	Krtap3-2	16.61	86.66	86.09	853.04	1290.58	30.72	5.6	19.14	324.79	328.02
ENSMUSG00000069722	NA	38268.107025124	-3.86474381667881	0.615876761049129	-6.27519020216858	3.49207135808276e-10	7.53373684829901e-09	Krtap3-3	103.88	298.24	241.45	1710.8	3027.64	78.24	14.51	76.57	660.45	654.05
ENSMUSG00000069733	NA	4.2122488421921	-5.39372569882009	1.54483844522519	-3.49144968232186	0.000480406945018184	0.00217423306230376	Ube2u	0	0	0	0.2	0.07	0.01	0	0	0.01	0.01
ENSMUSG00000069792	NA	11482.0451942456	2.69603886120668	0.814150493948062	3.31147482099135	0.000928055912537135	0.00380708650820345	Wfdc17	782.39	253.14	66.8	56.9	27.18	967.37	226.37	1101.78	85.7	100.13
ENSMUSG00000069818	NA	2.61690436685469	-5.22801712166214	1.40843710318382	-3.71192800150183	0.000205686501606074	0.00103121874902142	Olfr390	0	0	0	0.01	0.05	0	0	0	0.01	0.03
ENSMUSG00000069825	NA	2.27089878401814	-5.02417386109762	1.8708107193011	-2.68555969305893	0.00724084392762504	0.0218352807558564	Spata22	0	0	0	0.01	0.04	0	0	0	0	0.02
ENSMUSG00000069830	NA	11.71928793222	-1.69979563877688	0.702295212189369	-2.42034348130874	0.015505852919332	0.0407334353898224	Nlrp1a	0.01	0.05	0.04	0.03	0.04	0	0.01	0.01	0.05	0.06
ENSMUSG00000070331	NA	19.6212274949371	-4.14432131571842	0.529213846452233	-7.83109010374785	4.83657881673508e-15	2.50165280101624e-13	Qrich2	0.05	0.01	0	0.18	0.16	0	0	0.02	0.07	0.09
ENSMUSG00000070335	NA	6558.23568972451	-9.60182029601721	1.50516179071532	-6.37926125632913	1.77944251341057e-10	4.05981028230863e-09	Krtap9-1	0.27	1.45	0.11	172.89	292.71	0	0.01	0	114.72	102.32
ENSMUSG00000070423	NA	28.6901865192694	-2.5164701065579	0.426278316458254	-5.90335001664187	3.5619344886914e-09	6.09076169498513e-08	Olfr558	0.07	0.04	0.02	0.2	0.16	0.01	0.04	0.03	0.14	0.16
ENSMUSG00000070473	NA	446.818293032725	-1.77879016316014	0.157090822570741	-11.323323247347	1.00585139816017e-29	2.79207583939294e-27	Cldn3	1.92	2.56	2.9	7	8.03	1.93	1.83	2.69	4.33	5.79
ENSMUSG00000070526	NA	65.2785063728175	-1.61231432205365	0.329742016271901	-4.88962353139781	1.01029006460876e-06	9.61953008223167e-06	Peg12	0.2	0.08	0.3	0.37	0.58	0.1	0.16	0.1	0.29	0.27
ENSMUSG00000070564	NA	22.0255261193558	-3.6248940660309	0.619928526569661	-5.84727740484704	4.99683823152605e-09	8.23983571743232e-08	Ntn5	0	0.04	0.04	0.29	0.4	0	0.06	0.03	0.25	0.22
ENSMUSG00000070661	NA	4.05244073015427	-2.92976227778767	1.11955387740956	-2.61690155061283	0.00887319292325694	0.0258452305241071	Rnf186	0.01	0.01	0.03	0	0.17	0.01	0	0.01	0.04	0.07
ENSMUSG00000070683	NA	5.15518251052746	2.49727141940995	1.04124023967571	2.39836238002838	0.0164685636037828	0.0428568635657816	Lactbl1	0.01	0.03	0	0	0.01	0.05	0.05	0.02	0.01	0
ENSMUSG00000070702	NA	129.542044120577	3.97073336988067	1.11430694423589	3.56341077332468	0.000366067161478348	0.00171370109753291	Csn1s1	6.96	2.34	4.41	0.16	0.13	0.11	0.23	0.05	0.06	0.05
ENSMUSG00000070717	NA	10.8033851625045	-1.84731914725234	0.578609325475867	-3.19268816784631	0.0014095507378058	0.00541422221820933	Gm10300	0.03	0.02	0.03	0.14	0.07	0.04	0.03	0.01	0.06	0.03
ENSMUSG00000071042	NA	237.086160985759	-2.05243326774073	0.219621491837588	-9.3453206722524	9.16114412938776e-21	9.73536350092111e-19	Rasgrp3	0.38	0.52	0.81	1.23	1	0.42	0.45	0.68	1.15	0.92
ENSMUSG00000071112	NA	8.68823111048487	-1.7450903611685	0.555023468513522	-3.14417400374482	0.00166556370964963	0.00624071171748359	B230216G23Rik	0.09	0.04	0.04	0.11	0.12	0.02	0.03	0.09	0.2	0.1
ENSMUSG00000071226	NA	527.15999246931	2.07651824369378	0.238415944819941	8.70964500827339	3.04827921331863e-18	2.57711118263055e-16	Cecr2	1.43	1.85	2.28	0.31	0.34	1.88	0.95	1.2	0.21	0.2
ENSMUSG00000071342	NA	70.3884492556922	-3.40801177325774	0.455800081977903	-7.47698806562076	7.60453176955766e-14	3.35062107465563e-12	Lsmem1	0.05	0.04	0.2	0.65	1.19	0.16	0.07	0.05	0.44	0.71
ENSMUSG00000071489	NA	6.72997545381322	1.90613672803364	0.69933524125839	2.72564088805781	0.00641767805781669	0.0196989362427086	Ptgdr	0.02	0.05	0.06	0.01	0	0.03	0.03	0.02	0	0.01
ENSMUSG00000071531	NA	1752.76118671228	1.67383362940626	0.201341495430348	8.31340616512555	9.29935568311123e-17	6.09766806701644e-15	Gprin2	4.74	5.26	6.13	0.87	0.72	6.42	4.4	3.69	0.93	1.92
ENSMUSG00000071540	NA	5.88336654129028	-2.31607000406042	0.850490458707026	-2.72321691601511	0.0064649594402598	0.0198184979711995	3425401B19Rik	0	0.01	0.01	0.01	0.04	0	0.01	0	0.01	0.09
ENSMUSG00000071719	NA	166.932798125513	1.69067615130959	0.275847903623051	6.12901576957391	8.8424362774898e-10	1.73056141247465e-08	Tmem28	0.67	1.11	0.93	0.12	0.21	0.43	0.55	0.37	0.09	0.22
ENSMUSG00000071745	NA	15.2297264038209	7.00795391851114	2.34368226078499	2.99014675998099	0.00278843437972526	0.00970358850696285	DXBay18	0	0.24	0	0	0	0.11	0.12	0.11	0	0
ENSMUSG00000072739	NA	4.89790407793793	5.37409999259209	2.11508290662521	2.54084602346246	0.0110584608325825	0.0309908573391656	Gm10408	0	0	0.11	0	0	0.14	0.14	0	0	0
